__id,data_loaded_at,the_geom,analysis_neighborhood,supervisor_district,cultural_districts,number_of_districts,longitude,latitude,zip_code,street_address_or_intersection,location_description,current_location,facility,media_support,medium,display_dimensions,display_title,credit_line,artist,accession_number,data_as_of,creation_date
row-ezcv-m4xm_77zd,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.436256275 37.76048502),Castro/Upper Market,08,Castro LGBTQ Cultural District,1,-122.4362563,37.76048502,94114,100 Collingwood Street,Interior Lobby,Public Display,Eureka Valley Recreation Center,Cold-cast bronze and zinc/aluminum,Cold-cast bronze and zinc/aluminum,10 x 10 x 3 3/4 in.,From the Heart Outwards,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commision for the Eureka Valley Recreation Center,"Saulls, Vicki",2006.5.b,2024-04-17T12:53:50.300,2005
row-5bqx~ekh3_5uhf,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.43206575 37.764137672),Castro/Upper Market,08,Castro LGBTQ Cultural District,1,-122.4320658,37.76413767,94114,1 Jose Sarria Court,Lobby,Public Display,Eureka Valley Library,Granite on granite and stone base,Granite,102  x 66  x 51 in.,Torso,Collection of the City and County of San Francisco; Gift of the artist,"Bufano, Beniamino",1984.2,2024-04-17T12:53:50.300,
row-ixy7-wkzw_mfdk,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.411987461 37.784171279),Tenderloin,05,Compton’s Transgender Cultural District,1,-122.4119875,37.78417128,94102,246 Eddy Street,Corner Of Jones,Public Display,Father Alfred E. Boeddeker Park,Steel,Steel,74 x 302 in.,Boeddeker's Blooming Bounty,Commissioned by the San Francisco Arts Commission,"Blackstone, Amy",2017.6,2024-04-17T12:53:50.300,2014
row-ww3x~65s9~dgf3,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.40512266 37.708858547),Visitacion Valley,10,Pacific Islander Cultural District,1,-122.4051227,37.70885855,94134,Bayshore Boulevard & Sunnydale Avenue,Bayshore Blvd. And Sunnydale Ave.,Public Display,3rd Street Light Rail,Galvanized steel,Galvanized steel,60 x 108 x 144 in.,Untitled (Canopy panels),Collection of the City and County of San Francisco; Commissioned by the San Franciso Arts Commission for the Third Street Light Rail Project,"Margrill, Anita and Nagasawa, Nobuho",2007.31.2.a-d,2024-04-17T12:53:50.300,2006
row-ym7c-qyst.ig9f,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.406204598 37.778784245),South of Market,06,SOMA Pilipinas Cultural District,1,-122.4062046,37.77878425,94103,270 6th Street,Playground,Public Display,Gene Friend Recreation Center,"Ceramic tiles, cement, acrylic mixture, polyurethane foam, and fibergalss cloth on concrete","Ceramic tiles, cement, acrylic mixture, polyurethane foam, and fibergalss cloth",42 x 23 x 23 in.,A World View [cactus],Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Gene Friend Recreation Center,"Heavenston, Martha",1989.25.f,2024-04-17T12:53:50.300,1989
row-9jm8.4ssi.icxs,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.406737686 37.777633878),South of Market,06,SOMA Pilipinas Cultural District,1,-122.4067377,37.77763388,94103,Folsom Street & Russ Street,"north fence; park is boarded by Sherman St., Folsom St., Harrison St., and Columbia Square",Public Display,Victoria Manalo Draves Park,Stainless steel on Steel,Stainless steel,72  x 72  x 1/4 in.,Untitled,Collection of the City and County of San Francisco. Commissioned by the San Francisco Arts Commission for Victoria Manalo Park,"Pijoan, Irene",2007.1.d,2024-04-17T12:53:50.300,2004-2006
row-ye7b_34rk~6q8u,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.409553853 37.798380513),Chinatown,03,,0,-122.4095539,37.79838051,94133,735 Vallejo Street,Building Facade,Public Display,North Beach Garage,Porcelain enamel on steel,Porcelain enamel,24 x 24 in.,Photos of People from the Neighborhood Enlarged and Attached to the Building,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the North Beach Parking Garage,Jon Rubin and Harrell Fletcher,2002.2.1.g,2024-04-17T12:53:50.300,2002
row-vjj3.yrjn~mz7s,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.478881456 37.731282699),Sunset/Parkside,04,,0,-122.4788815,37.7312827,94110,3090 23rd Street,Treat St. Entrance;  triangular park on 23rd St. between Treat Avenue and Folsom St.,Public Display,Parque Ninos Unidos,Glazed ceramic tile on cement,Glazed ceramic tile,68 x 10 1/2 in.,Los Ninos del Sol,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Parque Ninos Unidos,"Rodriguez, Isis",2005.11.f,2024-04-17T12:53:50.300,2003-07-26T00:00:00.000
row-gqya-x7rn_naq3,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.4194496 37.745788363),Bernal Heights,09,,0,-122.4194496,37.74578836,94110,3191 Mission Street,,Public Display,Mission St. sidewalk,Concrete,Concrete,22 x 35 x 3/4 in.,Substrada [Grow],Collection of the City and County of San Francisco; Commissioned for by the San Francisco Arts Commission for the Bernal Heights Sidewalk Enhancement Project,"Goggin, Brian",1999.17.9,2024-04-17T12:53:50.300,1999
row-iqpn~sfxz_xedk,2024-04-25T13:55:19.101,,,,,0,,,94128,,BAB,SFO,Terminal 1,Digital print on archival rag paper,,32 7/8 x 17 in.,Advice from My 80-Year-Old Self: Your Life is Precious,,"O'Malley, Susan",T2018.46.f,2024-04-17T12:53:50.300,
row-7rpd~4asw.n9qh,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.423739545 37.772003424),Hayes Valley,08,,0,-122.4237395,37.77200342,94102,Octavia Boulevard & Waller Street,At Waller St. West Side,Public Display,Octavia Blvd.,"Stainless steel, mirror and glass lenses","Stainless steel, mirror and glass lenses",58 x 8 x 4 1/2 in.,Ghinlon/Transcope,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Octavia Boulevard Streetscape Project,Wang Po Shu,2007.32.2,2024-04-17T12:53:50.300,2005
row-ybiv-cz5d.t229,2024-04-25T13:55:19.101,,,,,0,,,94132,Stern Grove Entry Road & Wawona Street,Stern Grove Entry Rd.,Public Display,Trocadero Clubhouse,Stained glass on wood,Stained glass,35 x 25 1/2 in.,Stern Grove Trocadero Clubhouse [first floor door],Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Stern Grove Historic Renovation,"Kogure, Kimiko",1987.44.a,2024-04-17T12:53:50.300,1987
row-vitd_kgeu-ttr8,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.404809689 37.794457951),Chinatown,03,,0,-122.4048097,37.79445795,94108,Clay Street & Kearny Street,Lower Level Playground,Public Display,Portsmouth Square,cast concrete,cast concrete,16 x 15 x 15 in.,Bench support (Dragon),Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Portsmouth Square,"Fuller (McChesney), Mary",1999.19.13,2024-04-17T12:53:50.300,1999
row-k98n.3vdf_rnvk,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.506730651 37.735474694),Sunset/Parkside,07,,0,-122.5067307,37.73547469,94116,Sloat Boulevard & Great Highway,Mother'S Building West Wall,Public Display,San Francisco Zoo,Egg tempera,Egg tempera,132 x 726 in.,Noah and His Ark (Loading of the Animals),Collection of the City and County of San Francisco; Works Progress Administration Mural Project for the Mothers' House at the Fleishhacker Zoo,"Puccinelli, Dorothy Wagner",1936.4.d,2024-04-17T12:53:50.300,1938
row-32c9~9fen-u38z,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.404930993 37.755587994),Mission,10,,0,-122.404931,37.75558799,94110,1001 Portrero Avenue,Acute Care Unit Floor 7,City Agency,San Francisco General Hospital,Stained glass,Stained glass,,River of Time,Collection of the City and County of San Francisco,"Masaoka, Alan",2016.10.a-c,2024-04-17T12:53:50.300,2015
row-n46j~2qee-e9wx,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.412599235 37.758153678),Mission,09,,0,-122.4125992,37.75815368,94110,2450 Harrison Street,"Gymnasium, Upstairs",Public Display,Mission Recreation Center,Oil enamels,Oil enamels,72  x 36 in.,Players,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Mission Recreation Center,"Boyce, Roger",1985.24.5,2024-04-17T12:53:50.300,1985
row-azqj~axtb-8puw,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.407512384 37.798079438),Chinatown,03,,0,-122.4075124,37.79807944,94133,618 Broadway,"Chinatown; Broadway Street on sidewalk in front of ""Sam's Pasta & Burgers"" and ""Comfor Shoes""",Public Display,,Painted Steel,Painted Steel,45 in.,Auspicious Clouds | Heavy Fog [#2127 Cyanine Blue],Collection of the City and County of San Francisco,"Arcega, Michael",2018.4.g,2024-04-17T12:53:50.300,
row-hycn~ih6e~kbyc,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.465896383 37.773403146),Inner Richmond,01,,0,-122.4658964,37.77340315,94118,8th Avenue & Fulton Street,8th Avenue Entrance At Fulton St. Northeast Corner,Public Display,Golden Gate Park,Bronze on cast concrete,Bronze,115  x 72  x 48 in.,Bear,Collection of the City and County of San Francisco; Gift of Suzanna Brown,"Cummings, M. Earl",1908.3.a,2024-04-17T12:53:50.300,1908
row-86tn-qie9_cisk,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.475266615 37.80649347),Presidio,02,,0,-122.4752666,37.80649347,94129,Highway 101 & Merchant Road,Southeast Visitor Area; between the Golden Gate Bridge Welcome Center and Battey Lancaster in Strauss Plaza,Public Display,Golden Gate Bridge,Bronze on concrete,Bronze,115 x 96 x 96 in.,Joseph B. Strauss (1870-1938) Memorial,Commissioned by the Golden Gate Bridge and Highway District,"Schweigardt, Frederick W.",1940.2,2024-04-17T12:53:50.300,1940
row-mxrt-zzb9.hjwf,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.419570709 37.780172184),Tenderloin,05,,0,-122.4195707,37.78017218,94102,458 McAllister Street,"north side of City Hall, on McAllister Street between Polk St. and Van Ness Ave",Public Display,City Hall,Bronze on concrete,Bronze,Approx. 1 story h x 5' diameter,Hall McAllister (1829-1888),Collection of the City and County of San Francisco. Gift of the San Francisco Bar Association.,"Aitken, Robert Ingersoll",1904.1,2024-04-17T12:53:50.300,
row-qvfd-p3pz_urnp,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.410195118 37.795230896),Chinatown,03,,0,-122.4101951,37.7952309,94108,1135 Powell Street,Reading Room,Public Display,Chinatown Library,Aluminum and lighting,Aluminum and lighting,14 x 57 x 7 in.,lamp (Take Root),Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Chinatown Branch of the San Francisco Public Library,"Yung, Rene",1996.7.d,2024-04-17T12:53:50.300,1996
row-i9ea_y7mi-7q9q,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.387469519 37.749009704),Bayview Hunters Point,10,,0,-122.3874695,37.7490097,94124,3rd Street & Marin Street,3Rd And Marin St.,Public Display,3rd Street Light Rail,Stainless steel on painted steel,Stainless steel,480 x 24 x 24 in.,Untitled (Pole-mounted sculpture),Collection of the City and County of San Francisco; Commissioned by the San Franciso Arts Commission for the Third Street Light Rail Project,"Margrill, Anita and Nagasawa, Nobuho",2007.16,2024-04-17T12:53:50.300,2006
row-65fr~yq8q.uevx,2024-04-25T13:55:19.101,,,,,0,,,94132,Stern Grove Entry Road & Wawona Street,Stern Grove Entry Rd.,Public Display,Trocadero Clubhouse,Stained glass on wood,Stained glass,40 x 30 in.,Stern Grove Trocadero Clubhouse [second floor window],Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Stern Grove Historic Renovation,"Kogure, Kimiko",1987.44.j,2024-04-17T12:53:50.300,1987
row-d586-qbhb~2anx,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.510554977 37.769820057),Golden Gate Park,04,,0,-122.510555,37.76982006,94121,1000 Great Highway,Beach Chalet Parking Lot South Of John F. Kennedy Dr.,Public Display,Golden Gate Park,bronze on rock,bronze,38  x 65  x 29 in.,Amundsen Historical Plaque,Collection of the City and County of San Francisco; Commissioned for the Roald Amundsen Monument,"Kricken, John and Rolph",2000.2,2024-04-17T12:53:50.300,2000
row-btmn~cwd3.4zgq,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.405441758 37.792491955),Financial District/South Beach,03,,0,-122.4054418,37.79249196,94108,651 California Street,Square is boarded by Quincy Street Between California Street and Pine Streets; statue is closer to the the middle of the Quincy Street side,Public Display,St. Mary's Square,"Stainless steel, rose-red granite","Stainless steel, rose-red granite",264 x 120 x 102 in.,Sun Yat-Sen,Collection of the City and County of San Francisco; Commissioned for St. Mary's Plaza,"Bufano, Beniamino",1936.1,2024-04-17T12:53:50.300,1936
row-ccg2.gze4_nme5,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.473865095 37.724828313),West of Twin Peaks,07,,0,-122.4738651,37.72482831,94132,300 Stonecrest Drive,Clubhouse South Exterior,Public Display,Junipero Serra Playground,Glazed ceramic tile,Glazed ceramic tile,108 x 80 in.,Untitled [south wall],Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Junipero Serra Playground clubhouse,"Finneran, Bean",2008.7.b,2024-04-17T12:53:50.300,2008
row-jixr~mh54~7vgk,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.473668413 37.77116074),Golden Gate Park,07,,0,-122.4736684,37.77116074,94118,Stowe Lake Drive & John F. Kennedy Drive,Near John F. Kennedy Drive,Public Display,Golden Gate Park,Bronze,Bronze,181  x 91  x 78 in.,Pioneer Mother,Collection of the City and County of San Francisco; Exhibited at the Panama Pacific International Exposition in 1915,"Grafly, Charles",1914.1,2024-04-17T12:53:50.300,1914
row-k5ff-24fb~i7av,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.449867969 37.725741001),West of Twin Peaks,07,,0,-122.449868,37.725741,94112,50 Frida Kahlo Way,50 Phelan Ave renamed 50 Frida Kahlo Way,Public Display,CCSF  Ocean Campus,Stone tiles,Stone tiles,50' H X 45' W each,Education (Organic and Inorganic Science),Collection of the City and County of San Francisco; Works Progress Administration,"Volz, Herman",1940.7.a-b,2024-04-17T12:53:50.300,1940
row-6uq7_r7ux_4gg2,2024-04-25T13:55:19.101,,,,,0,,,94131,375 Laguna Honda Boulevad,Link Building Level 1,City Agency,Laguna Honda Hospital,cotton thread tapestry,cotton thread tapestry,,1974-1977: Gerald Simon Theater Entertains the Community,Collection of the City and County of San Francisco,"deSoto, Lewis",2011.14.10,2024-04-17T12:53:50.300,2004-2009
row-z8n3~8c3r.j94r,2024-04-25T13:55:19.101,,,,,0,,,94131,375 Laguna Honda Boulevad,Link Building Level 1,City Agency,Laguna Honda Hospital,cotton thread tapestry,cotton thread tapestry,,1909: President Theodore Roosevelt Visits the Relief Home at Laguna Honda,Collection of the City and County of San Francisco,"deSoto, Lewis",2011.14.3,2024-04-17T12:53:50.300,2004-2009
row-46ka~mwqa~m4um,2024-04-25T13:55:19.101,,,,,0,,,94128,,"Departures Gate 81, BA/F, Level 2",SFO,Terminal 3,"Abaca paper, acrylic medium, bamboo, waxed cotton and wire","Abaca paper, acrylic medium, bamboo, waxed cotton and wire",12' H X 15' W,Billboard Series: Exploded Transverse with no Nuggies,Purchased by the San Francisco Art Commission for the San Francisco International Airport,"O'Banion, Nance",1984.55.1-4,2024-04-17T12:53:50.300,1982
row-vcpr~5p8z~rxm3,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.478881456 37.731282699),Sunset/Parkside,04,,0,-122.4788815,37.7312827,94110,3090 23rd Street,Playground;  triangular park on 23rd St. between Treat Avenue and Folsom St.,Public Display,Parque Ninos Unidos,Glazed ceramic tile on cement,Glazed ceramic tile,7 x 7 in.,Los Ninos del Sol,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Parque Ninos Unidos,"Rodriguez, Isis",2005.11.l,2024-04-17T12:53:50.300,2003-07-26T00:00:00.000
row-bbjj_vjpn-asfp,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.405897643 37.802316863),North Beach,03,,0,-122.4058976,37.80231686,94133,1 Telegraph Hill Boulevard,1St Floor,Public Display,Coit Tower,Fresco,Fresco,120 x 48 in.,Scientist-Inventor,Collection of the City and County of San Francisco; Commissioned by the Public Works of Art Project for Coit Tower,"Dean, Mallette (Harold)",1934.8.b,2024-04-17T12:53:50.300,1934
row-y25t.mwti~j7uh,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.418807965 37.780417694),Tenderloin,05,,0,-122.418808,37.78041769,94102,400 McAllister Street,Lower Level Jury Assembly Room,Public Display,Civic Center Courthouse,"Glass, stainless steel, and lighting","Glass, stainless steel, and lighting",30 x 60 x 60 in.,Jury Assembly Room,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Civic Center Courthouse,"deSoto, Lewis",1998.4.3,2024-04-17T12:53:50.300,1997
row-aw8d~rcr4-mgid,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.418760788 37.75544188),Mission,09,,0,-122.4187608,37.75544188,94110,Mission Street & 22nd Street,NE corner,Public Display,Mission and 22nd St.,Terrazzo,Terrazzo,636 x 60 in.,Swing Daddy,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for MUNI,"Mangrum, Joe",2001.18,2024-04-17T12:53:50.300,2002
row-bahs_pvib-m3n2,2024-04-25T13:55:19.101,,,,,0,,,94128,,Gate 71B,SFO,Terminal 3,Pigment print on archival paper,Pigment print,39 x 35 in.,Everywhere All at Once: Landscape #5,Collection of the City and County of San Francisco; Purchased by the San Francisco Arts Commission and the Airport Commission for the San Francisco International Airport,"Marsh, Vanessa",2016.24.e,2024-04-17T12:53:50.300,
